ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	POS	CONCEPTICON_GLOSS
7540	DogulDomKundialang	week	jû:g	jû:g	dʒ ûː/uː ɡ		noun	WEEK
7541	DonnoSo	week	júgù	júgù	dʒ ú/u ɡ ù/u		noun	WEEK
7542	JamsayDouentza	week	júgú	júgú	dʒ ú/u ɡ ú/u		noun	WEEK
7543	Mombo	week	júgù	júgù	dʒ ú/u ɡ ù/u		noun	WEEK
7544	Najamba	week	jùgîn	jùgîn	dʒ ù/u ɡ î/i n		noun	WEEK
7545	Nanga	week	júgú	júgú	dʒ ú/u ɡ ú/u		noun	WEEK
7546	Penange	week	èbà yùgú	èbà_yùgú	è/e b à/a + j ù/u ɡ ú/u		noun	WEEK
7547	PergeTegu	week	júgú	júgú	dʒ ú/u ɡ ú/u		noun	WEEK
7548	TebulUre	week	zúgó	zúgó	z ú/u ɡ ó/o		noun	WEEK
7549	Tiranige	week	yùgù (Boui), jùgù (Ningo), yɔ̀ntɛ̀rɛ́ (< Fulfulde)	yùgù_	j ù/u ɡ ù/u		noun	WEEK
7550	TogoKan	week	júgú	júgú	dʒ ú/u ɡ ú/u		noun	WEEK
7551	TommoSoTongoTongo	week	bày sɔ̌y	bày_sɔ̌y	b à/a j + s ɔ̌/ɔ j		noun	WEEK
7552	ToroTegu	week	ìwà jíró	ìwà_jíró	ì/i w à/a + dʒ í/i r ó/o		noun	WEEK
7553	YandaDom	week	zùwó	zùwó	z ù/u w ó/o		noun	WEEK
7554	YornoSo	week	júgú	júgú	dʒ ú/u ɡ ú/u		noun	WEEK
11836	BankanTey	weep (verb only)	yɔ́	yɔ́	j ɔ́/ɔ		verb	CRY
11837	BenTey	weep (verb only)	yɔ́	yɔ́	j ɔ́/ɔ		verb	CRY
11838	Bunoge	weep (verb only)	pê:	pê:	p ê:/eː		verb	CRY
11839	DogulDomKundialang	weep (verb only)	yɛ̂:	yɛ̂:	j ɛ̂:/ɛː		verb	CRY
11840	DonnoSo	weep (verb only)	yǎ:\\yáỳ	yǎ:	j ǎ:/aː		verb	CRY
11841	Gourou	weep (verb only)	ɛ́:ⁿ	ɛ́:ⁿ	ɛ́:ⁿ/ɛː		verb	CRY
11842	JamsayDouentza	weep (verb only)	ɛ̌:ⁿ, pé:	ɛ̌:ⁿ	ɛ̌:ⁿ/ɛː		verb	CRY
11843	JamsayMondoro	weep (verb only)	ɛ̌:ⁿ	ɛ̌:ⁿ	ɛ̌:ⁿ/ɛː		verb	CRY
11844	Mombo	weep (verb only)	wɛ́:	wɛ́:	w ɛ́:/ɛː		verb	CRY
11845	Najamba	weep (verb only)	ɲɛ́\\ɲɛ̀	ɲɛ́	ɲ/ɲ ɛ́/ɛ		verb	CRY
11846	Nanga	weep (verb only)	kóyó	kóyó	k ó/o j ó/o		verb	CRY
11847	Penange	weep (verb only)	wwɛ́:	wwɛ́:	w w ɛ́:/ɛː		verb	CRY
11848	PergeTegu	weep (verb only)	kóyó	kóyó	k ó/o j ó/o		verb	CRY
11849	Tiranige	weep (verb only)	kɔ́mɔ́	kɔ́mɔ́	k ɔ́/ɔ m ɔ́/ɔ		verb	CRY
11850	TogoKan	weep (verb only)	kɔ́:ⁿ	kɔ́:ⁿ	k ɔ̃́ː/ɔ̃ː		verb	CRY
11851	TommoSoTongoTongo	weep (verb only)	píyé	píyé	p í/i j é/e		verb	CRY
11852	ToroTegu	weep (verb only)	yí\\yɛ́, pí\\pé	yí	j í/i		verb	CRY
11853	YandaDom	weep (verb only)	yɛ́\\yálì	yɛ́	j ɛ́/ɛ		verb	CRY
11854	YornoSo	weep (verb only)	pí:\\pí:, yé:\\yé: xxx[chaining]	pí:	p í:/iː		verb	CRY
6343	BankanTey	west	ùsú tàŋgà ya᷈:m, górgàl	ùsú_tàŋgà_ya᷈:m	ù/u s ú/u + t à/a ŋ ɡ à/a + j a᷈:/ãː m		noun	WEST
6344	BenTey	west	tèŋìdâ:, tèŋdâ:	tèŋìdâ:	t è/e ŋ ì/i d â:/aː		noun	WEST
6345	Bunoge	west	ʔìródìmà	ʔìródìmà	ʔ ì/i r ó/o d ì/i m à/a		noun	WEST
6346	DogulDomBendiely	west	pɛ̀gɛ́l	pɛ̀gɛ́l	p ɛ̀/ɛ ɡ ɛ́/ɛ l		noun	WEST
6347	DogulDomKundialang	west	pɛ̀gɛ́l	pɛ̀gɛ́l	p ɛ̀/ɛ ɡ ɛ́/ɛ l		noun	WEST
6348	DonnoSo	west	kɔ̀lú	kɔ̀lú	k ɔ̀/ɔ l ú/u		noun	WEST
6349	Gourou	west	tèŋùdáɣá	tèŋùdáɣá	t è/e ŋ ù/u d á/a ɣ á/a		noun	WEST
6350	JamsayDouentza	west	tɛ̀ndáɣá, tɛ̌ŋ	tɛ̀ndáɣá	t ɛ̀/ɛ ⁿd á/a ɣ á/a		noun	WEST
6351	JamsayMondoro	west	tɛ̌ŋ	tɛ̌ŋ	t ɛ̌/ɛ ŋ		noun	WEST
6352	Mombo	west	á:tégè	á:tégè	á:/aː t é/e ɡ è/e		noun	WEST
6353	Najamba	west	yɛ́ndɛ̀	yɛ́ndɛ̀	j ɛ́/ɛ ⁿd ɛ̀/ɛ		noun	WEST
6354	Nanga	west	ùsì[yégínɔ́]	ùsì	ù/u s ì/i		noun	WEST
6355	Penange	west	gɛ̀:ⁿtíbíl	gɛ̀:ⁿtíbíl	ɡ ɛ̀:ⁿ/ɛː t í/i b í/i l		noun	WEST
6356	PergeTegu	west	[nìnì:]númɔ́gú	númɔ́gú	n ú/u m ɔ́/ɔ ɡ ú/u		noun	WEST
6357	TebulUre	west	ùdùpíléŋgó, ùdùtúmbúgó	ùdùpíléŋgó	ù/u d ù/u p í/i l é/e ŋ ɡ ó/o		noun	WEST
6358	Tiranige	west	à:sélé	à:sélé	à:/aː s é/e l é/e		noun	WEST
6359	TogoKan	west	tɛ̀ŋdágá	tɛ̀ŋdágá	t ɛ̀/ɛ ŋ d á/a ɡ á/a		noun	WEST
6360	TommoSoTongoTongo	west	númbúgó, dáá	númbúgó	n ú/u ⁿb ú/u ɡ ó/o		noun	WEST
6361	ToroTegu	west	lúwò	lúwò	l ú/u w ò/o		noun	WEST
6362	YandaDom	west	pílóŋ	pílóŋ	p í/i l ó/o ŋ		noun	WEST
6363	YornoSo	west	nàm[númɔ́ŋ]	nàm	n à/a m		noun	WEST
14367	BankanTey	wet (adjective)	ɔ̀rúm	ɔ̀rúm	ɔ̀/ɔ r ú/u m		adjective	WET
14368	BenTey	wet (adjective)	ɔ̀rú	ɔ̀rú	ɔ̀/ɔ r ú/u		adjective	WET
14369	Bunoge	wet (adjective)	tɛ̀mbɛ̀	tɛ̀mbɛ̀	t ɛ̀/ɛ ⁿb ɛ̀/ɛ		adjective	WET
14370	DogulDomBendiely	wet (adjective)	ólùgù	ólùgù	ó/o l ù/u ɡ ù/u		adjective	WET
14371	DogulDomKundialang	wet (adjective)	ɔ̀lùgú (ɔ̀lǔg)	ɔ̀lùgú_	ɔ̀/ɔ l ù/u ɡ ú/u		adjective	WET
14372	DonnoSo	wet (adjective)	ɔ̀lú	ɔ̀lú	ɔ̀/ɔ l ú/u		adjective	WET
14373	JamsayDouentza	wet (adjective)	tɛ̌m	tɛ̌m	t ɛ̌/ɛ m		adjective	WET
14374	JamsayMondoro	wet (adjective)	tɛ̌m	tɛ̌m	t ɛ̌/ɛ m		adjective	WET
14375	Mombo	wet (adjective)	ɛ́mbɛ́	ɛ́mbɛ́	ɛ́/ɛ ⁿb ɛ́/ɛ		adjective	WET
14376	Najamba	wet (adjective)	tèmbô:\\tèmbê:	tèmbô:	t è/e ⁿb ôː/oː		adjective	WET
14377	Nanga	wet (adjective)	tɛ́mbíyyɛ́, ɔ̀rí	tɛ́mbíyyɛ́	t ɛ́/ɛ ⁿb í/i j j ɛ́/ɛ		adjective	WET
14378	Penange	wet (adjective)	ɛ̀mbɛ̀	ɛ̀mbɛ̀	ɛ̀/ɛ ⁿb ɛ̀/ɛ		adjective	WET
14379	PergeTegu	wet (adjective)	ɔ̀rú, tɛ́mbíyɛ́sà	ɔ̀rú	ɔ̀/ɔ r ú/u		adjective	WET
14380	Tiranige	wet (adjective)	sómbésá, ɛ́wⁿ	sómbésá	s ó/o ⁿb é/e s á/a		adjective	WET
14381	TogoKan	wet (adjective)	ɔ̀rú	ɔ̀rú	ɔ̀/ɔ r ú/u		adjective	WET
14382	TommoSoTongoTongo	wet (adjective)	ɛ́nníyáádɛ̀	ɛ́nníyáádɛ̀	ɛ́/ɛ n n í/i j áá/aː d ɛ̀/ɛ		adjective	WET
14383	ToroTegu	wet (adjective)	ɔ̀tú	ɔ̀tú	ɔ̀/ɔ t ú/u		adjective	WET
14384	YandaDom	wet (adjective)	ɔ̀l	ɔ̀l	ɔ̀/ɔ l		adjective	WET
14385	YornoSo	wet (adjective)	ɔ̌l	ɔ̌l	ɔ̌/ɔ l		adjective	WET
10061	Ampari	what?	ìnjɛ́	ìnjɛ́	ì/i ⁿdʒ ɛ́/ɛ		other	WHAT
10062	BankanTey	what?	ǹjé	ǹjé	ǹ/n dʒ é/e		other	WHAT
10063	BenTey	what?	ǹjé	ǹjé	ǹ/n dʒ é/e		other	WHAT
10064	Bunoge	what?	ʔébégè	ʔébégè	ʔ é/e b é/e ɡ è/e		other	WHAT
10065	DogulDomBendiely	what?	ŋ̀gó	ŋ̀gó	ŋ̀/ŋ ɡ ó/o		other	WHAT
10066	DogulDomKundialang	what?	ŋ̀góŋ́	ŋ̀góŋ́	ŋ̀/ŋ ɡ ó/o ŋ́/ŋ		other	WHAT
10067	DonnoSo	what?	ìnjú, ìnjê:	ìnjú	ì/i ⁿdʒ ú/u		other	WHAT
10068	JamsayDouentza	what?	ìɲé	ìɲé	ì/i ɲ/ɲ é/e		other	WHAT
10069	Mombo	what?	ínjè	ínjè	í/i ⁿdʒ è/e		other	WHAT
10070	Najamba	what?	yèŋgé	yèŋgé	j è/e ŋ ɡ é/e		other	WHAT
10071	Nanga	what?	kɔ̀ɲɛ́, ǹɲɛ́	kɔ̀ɲɛ́	k ɔ̀/ɔ ɲ/ɲ ɛ́/ɛ		other	WHAT
10072	Penange	what?	njɛ̀	njɛ̀	ⁿdʒ ɛ̀/ɛ		other	WHAT
10073	PergeTegu	what?	ìnjé	ìnjé	ì/i ⁿdʒ é/e		other	WHAT
10074	TebulUre	what?	ìnjé, cìnjé	ìnjé	ì/i ⁿdʒ é/e		other	WHAT
10075	Tiranige	what?	ndégé	ndégé	ⁿd é/e ɡ é/e		other	WHAT
10076	TogoKan	what?	ìŋé	ìŋé	ì/i ŋ é/e		other	WHAT
10077	TommoSoTongoTongo	what?	ńjɛ́	ńjɛ́	ń/n dʒ ɛ́/ɛ		other	WHAT
10078	ToroTegu	what?	yé	yé	j é/e		other	WHAT
10079	YandaDom	what?	ʔə̀ɲè, cìʔə̀ɲè	ʔə̀ɲè	ʔ ə̀/ə ɲ/ɲ è/e		other	WHAT
10080	YornoSo	what?	ǹjɛ́ ~ ìnjɛ́	ǹjɛ́	ǹ/n dʒ ɛ́/ɛ		other	WHAT
4810	BankanTey	wheat	àlkámà	àlkámà	à/a l k á/a m à/a		noun	WHEAT
4811	BenTey	wheat	àlkámà	àlkámà	à/a l k á/a m à/a		noun	WHEAT
4812	DogulDomBendiely	wheat	áràkàmà	áràkàmà	á/a r à/a k à/a m à/a		noun	WHEAT
4813	DogulDomKundialang	wheat	árkàmà	árkàmà	á/a r k à/a m à/a		noun	WHEAT
4814	DonnoSo	wheat	àlkàmá	àlkàmá	à/a l k à/a m á/a		noun	WHEAT
4815	JamsayDouentza	wheat	álkámà	álkámà	á/a l k á/a m à/a		noun	WHEAT
4816	Najamba	wheat	àlkámà	àlkámà	à/a l k á/a m à/a		noun	WHEAT
4817	Nanga	wheat	àlkámâ	àlkámâ	à/a l k á/a m â/a		noun	WHEAT
4818	PergeTegu	wheat	àrkámà	àrkámà	à/a r k á/a m à/a		noun	WHEAT
4819	TebulUre	wheat	àlkámá	àlkámá	à/a l k á/a m á/a		noun	WHEAT
4820	Tiranige	wheat	àlkàmá	àlkàmá	à/a l k à/a m á/a		noun	WHEAT
4821	TogoKan	wheat	àlká:má	àlká:má	à/a l k á:/aː m á/a		noun	WHEAT
4822	TommoSoTongoTongo	wheat	árkàmà	árkàmà	á/a r k à/a m à/a		noun	WHEAT
4823	YandaDom	wheat	árkàmà	árkàmà	á/a r k à/a m à/a		noun	WHEAT
4824	YornoSo	wheat	àlkámá	àlkámá	à/a l k á/a m á/a		noun	WHEAT
10140	BankanTey	when? (at what time?)	wàwtù àŋgú ɲâŋ, lɛ̀:rù àŋgú ɲâŋ	wàwtù_àŋgú_ɲâŋ	w à/a w t ù/u + à/a ŋ ɡ ú/u + ɲ/ɲ â/a ŋ		other	WHEN
10141	BenTey	when? (at what time?)	wàgàtù ǎŋ ɲâyⁿ, lɛ̀:rɛ̀ ǹjé ɲâyⁿ	wàgàtù_ǎŋ_ɲâyⁿ	w à/a ɡ à/a t ù/u + ǎ/a ŋ + ɲ/ɲ â/a yⁿ/ỹ		other	WHEN
10142	Bunoge	when? (at what time?)	nà wá:rì, ʔèbègé wàgâr	nà_wá:rì	n à/a + w á:/aː r ì/i		other	WHEN
10143	DogulDomKundialang	when? (at what time?)	àgwá:rùŋ̀	àgwá:rùŋ̀	à/a ɡ w á:/aː r ù/u ŋ̀/ŋ		other	WHEN
10144	DonnoSo	when? (at what time?)	wàgùrù yɔ̀gɔ́	wàgùrù_yɔ̀gɔ́	w à/a ɡ ù/u r ù/u + j ɔ̀/ɔ ɡ ɔ́/ɔ		other	WHEN
10145	JamsayDouentza	when? (at what time?)	wàkàtì yɔ́kkɔ̀ lè, lɛ̀:rɛ̀ yɔ́kkɔ̀ lè	wàkàtì_yɔ́kkɔ̀_lè	w à/a k à/a t ì/i + j ɔ́/ɔ k k ɔ̀/ɔ + l è/e		other	WHEN
10146	Mombo	when? (at what time?)	wàgùrù mómbó	wàgùrù_mómbó	w à/a ɡ ù/u r ù/u + m ó/o ⁿb ó/o		other	WHEN
10147	Najamba	when? (at what time?)	[lè:r àŋgí] mà	_mà	m à/a		other	WHEN
10148	Nanga	when? (at what time?)	wàgàtì àrⁿáŋá, ɛ̀:r àrⁿáŋá	wàgàtì_àrⁿáŋá	w à/a ɡ à/a t ì/i + à/a r̃ á/a ŋ á/a		other	WHEN
10149	Penange	when? (at what time?)	wèn wàgárà	wèn_wàgárà	w è/e n + w à/a ɡ á/a r à/a		other	WHEN
10150	PergeTegu	when? (at what time?)	yǎw dógùrù	yǎw_dógùrù	j ǎ/a w + d ó/o ɡ ù/u r ù/u		other	WHEN
10151	TebulUre	when? (at what time?)	à:rⁿá	à:rⁿá	à:/aː r̃ á/a		other	WHEN
10152	Tiranige	when? (at what time?)	ánáŋgà	ánáŋgà	á/a n á/a ŋ ɡ à/a		other	WHEN
10153	TogoKan	when? (at what time?)	yǎ: téŋé bè	yǎ:_téŋé_bè	j ǎ:/aː + t é/e ŋ é/e + b è/e		other	WHEN
10154	TommoSoTongoTongo	when? (at what time?)	wàkàdù yàgú, ńjɛ́ wáárú le	wàkàdù_yàgú	w à/a k à/a d ù/u + j à/a ɡ ú/u		other	WHEN
10155	ToroTegu	when? (at what time?)	yàgá cɛ́là, yàgá túwⁿɔ̀	yàgá_cɛ́là	j à/a ɡ á/a + tʃ ɛ́/ɛ l à/a		other	WHEN
10156	YandaDom	when? (at what time?)	wàkàtù ʔə̀ɲì mí:	wàkàtù_ʔə̀ɲì_mí:	w à/a k à/a t ù/u + ʔ ə̀/ə ɲ/ɲ ì/i + m í:/iː		other	WHEN
10157	YornoSo	when? (at what time?)	[wà:rù yɔ̀gɔ̌:] lé	_lé	l é/e		other	WHEN
10119	Ampari	where? (location)	wⁿɔ̂wⁿ	wⁿɔ̂wⁿ	w̃ ɔ̂/ɔ w̃		other	WHERE
10120	BankanTey	where? (location)	ǎnnì	ǎnnì	ǎ/a n n ì/i		other	WHERE
10121	BenTey	where? (location)	ándá:	ándá:	á/a ⁿd á:/aː		other	WHERE
10122	Bunoge	where? (location)	nálò	nálò	n á/a l ò/o		other	WHERE
10123	DogulDomBendiely	where? (location)	àŋá	àŋá	à/a ŋ á/a		other	WHERE
10124	DogulDomKundialang	where? (location)	àŋá:	àŋá:	à/a ŋ á:/aː		other	WHERE
10125	DonnoSo	where? (location)	yɔ̀gɔ́ rà:	yɔ̀gɔ́_rà:	j ɔ̀/ɔ ɡ ɔ́/ɔ + r à:/aː		other	WHERE
10126	JamsayDouentza	where? (location)	yɔ̌: lé	yɔ̌:_lé	j ɔ̌:/ɔː + l é/e		other	WHERE
10127	JamsayMondoro	where? (location)	yɔ̌w lé	yɔ̌w_lé	j ɔ̌/ɔ w + l é/e		other	WHERE
10128	Mombo	where? (location)	mándà	mándà	m á/a ⁿd à/a		other	WHERE
10129	Najamba	where? (location)	ànî:, ǎǹ	ànî:	à/a n î:/iː		other	WHERE
10130	Nanga	where? (location)	àrⁿáŋá	àrⁿáŋá	à/a r̃ á/a ŋ á/a		other	WHERE
10131	Penange	where? (location)	mbá	mbá	ⁿb á/a		other	WHERE
10132	PergeTegu	where? (location)	yǎw	yǎw	j ǎ/a w		other	WHERE
10133	TebulUre	where? (location)	àndí	àndí	à/a ⁿd í/i		other	WHERE
10134	Tiranige	where? (location)	àná	àná	à/a n á/a		other	WHERE
10135	TogoKan	where? (location)	ya᷈:	ya᷈:	j a᷈:/ãː		other	WHERE
10136	TommoSoTongoTongo	where? (location)	yàbáá, yàgú nɛ	yàbáá	j à/a b áá/aː		other	WHERE
10137	ToroTegu	where? (location)	yàgá	yàgá	j à/a ɡ á/a		other	WHERE
10138	YandaDom	where? (location)	àmbá:	àmbá:	à/a ⁿb á:/aː		other	WHERE
10139	YornoSo	where? (location)	yɔ̀gɔ̌: nɛ̀, yàbá:	yɔ̀gɔ̌:_nɛ̀	j ɔ̀/ɔ ɡ ɔ̌:/ɔː + n ɛ̀/ɛ		other	WHERE
10101	BankanTey	which?	àŋgú	àŋgú	à/a ŋ ɡ ú/u		other	WHICH
10102	BenTey	which?	àŋgûm, àŋgú kúm̀\\àŋgú kù be᷈:	àŋgûm	à/a ŋ ɡ û/u m		other	WHICH
10103	DogulDomBendiely	which?	ágí	ágí	á/a ɡ í/i		other	WHICH
10104	DogulDomKundialang	which?	àgú	àgú	à/a ɡ ú/u		other	WHICH
10105	DonnoSo	which?	yɔ̀gɔ́	yɔ̀gɔ́	j ɔ̀/ɔ ɡ ɔ́/ɔ		other	WHICH
10106	JamsayDouentza	which?	yɔ́kkɔ̀	yɔ́kkɔ̀	j ɔ́/ɔ k k ɔ̀/ɔ		other	WHICH
10107	JamsayMondoro	which?	yɔ̌w, yɔ́kkɔ̀	yɔ̌w	j ɔ̌/ɔ w		other	WHICH
10108	Mombo	which?	mómbó	mómbó	m ó/o ⁿb ó/o		other	WHICH
10109	Najamba	which?	àŋgú	àŋgú	à/a ŋ ɡ ú/u		other	WHICH
10110	Nanga	which?	àŋgú	àŋgú	à/a ŋ ɡ ú/u		other	WHICH
10111	PergeTegu	which?	yǎwkɔ̀	yǎwkɔ̀	j ǎ/a w k ɔ̀/ɔ		other	WHICH
10112	TebulUre	which?	àgú (inanimate), àḿ (animate)	àgú_	à/a ɡ ú/u		other	WHICH
10113	Tiranige	which?	árí	árí	á/a r í/i		other	WHICH
10114	TogoKan	which?	yǎ:kɔ́	yǎ:kɔ́	j ǎ:/aː k ɔ́/ɔ		other	WHICH
10115	TommoSoTongoTongo	which?	yàgú	yàgú	j à/a ɡ ú/u		other	WHICH
10116	ToroTegu	which?	yàgásì	yàgásì	j à/a ɡ á/a s ì/i		other	WHICH
10117	YandaDom	which?	àŋgó (inanimate), àŋgɛ́ (animate)	àŋgó_	à/a ŋ ɡ ó/o		other	WHICH
10118	YornoSo	which?	yɔ̀gɔ̌:	yɔ̀gɔ̌:	j ɔ̀/ɔ ɡ ɔ̌:/ɔː		other	WHICH
11795	BankanTey	whisper (verb only)	zɔ̂wⁿ	zɔ̂wⁿ	z ɔ̂/ɔ w̃		verb	WHISPER
11796	BenTey	whisper (verb only)	yò:ró	yò:ró	j òː/oː r ó/o		verb	WHISPER
11797	Gourou	whisper (verb only)	gɛ̀:rɛ́	gɛ̀:rɛ́	ɡ ɛ̀:/ɛː r ɛ́/ɛ		verb	WHISPER
11798	JamsayDouentza	whisper (verb only)	yò:ró	yò:ró	j òː/oː r ó/o		verb	WHISPER
11799	Mombo	whisper (verb only)	témélì	témélì	t é/e m é/e l ì/i		verb	WHISPER
11800	Nanga	whisper (verb only)	yòòró	yòòró	j òː/oː r ó/o		verb	WHISPER
11801	PergeTegu	whisper (verb only)	yò:ró	yò:ró	j òː/oː r ó/o		verb	WHISPER
11802	TogoKan	whisper (verb only)	gɛ̌:rì	gɛ̌:rì	ɡ ɛ̌:/ɛː r ì/i		verb	WHISPER
11803	TommoSoTongoTongo	whisper (verb only)	mèlé	mèlé	m è/e l é/e		verb	WHISPER
11804	ToroTegu	whisper (verb only)	síwúrú\\síwúrá	síwúrú	s í/i w ú/u r ú/u		verb	WHISPER
11805	YandaDom	whisper (verb only)	jɛ̀lɛ́\\jèlàlí	jɛ̀lɛ́	dʒ ɛ̀/ɛ l ɛ́/ɛ		verb	WHISPER
11806	YornoSo	whisper (verb only)	yǒ:ló\\yǒ:l	yǒ:ló	j ǒː/oː l ó/o		verb	WHISPER
11819	BankanTey	whistle (from the mouth) (verb only)	pó	pó	p ó/o		verb	WHISTLE
11820	BenTey	whistle (from the mouth) (verb only)	pó	pó	p ó/o		verb	WHISTLE
11821	DogulDomKundialang	whistle (from the mouth) (verb only)	súsɛ̀	súsɛ̀	s ú/u s ɛ̀/ɛ		verb	WHISTLE
11822	DonnoSo	whistle (from the mouth) (verb only)	súdɛ̀:\\súdìỳ	súdɛ̀:	s ú/u d ɛ̀:/ɛː		verb	WHISTLE
11823	Gourou	whistle (from the mouth) (verb only)	pó:ró	pó:ró	p óː/oː r ó/o		verb	WHISTLE
11824	JamsayDouentza	whistle (from the mouth) (verb only)	pórówó	pórówó	p ó/o r ó/o w ó/o		verb	WHISTLE
11825	Mombo	whistle (from the mouth) (verb only)	wélé	wélé	w é/e l é/e		verb	WHISTLE
11826	Najamba	whistle (from the mouth) (verb only)	pébí	pébí	p é/e b í/i		verb	WHISTLE
11827	Nanga	whistle (from the mouth) (verb only)	pó:	pó:	p óː/oː		verb	WHISTLE
11828	Penange	whistle (from the mouth) (verb only)	púbúlè	púbúlè	p ú/u b ú/u l è/e		verb	WHISTLE
11829	PergeTegu	whistle (from the mouth) (verb only)	tú:sɔ́, píyɛ́	tú:sɔ́	t úː/uː s ɔ́/ɔ		verb	WHISTLE
11830	Tiranige	whistle (from the mouth) (verb only)	péwó	péwó	p é/e w ó/o		verb	WHISTLE
11831	TogoKan	whistle (from the mouth) (verb only)	wírì\\wírɛ́	wírì	w í/i r ì/i		verb	WHISTLE
11832	TommoSoTongoTongo	whistle (from the mouth) (verb only)	póóbíyó	póóbíyó	p óː/oː b í/i j ó/o		verb	WHISTLE
11833	ToroTegu	whistle (from the mouth) (verb only)	yírò yírú\\yìró	yírò_yírú	j í/i r ò/o + j í/i r ú/u		verb	WHISTLE
11834	YandaDom	whistle (from the mouth) (verb only)	púbíyɛ́\\púbíyálì	púbíyɛ́	p ú/u b í/i j ɛ́/ɛ		verb	WHISTLE
11835	YornoSo	whistle (from the mouth) (verb only)	póbúlɛ́:\\póbúlí:	póbúlɛ́:	p ó/o b ú/u l ɛ́:/ɛː		verb	WHISTLE
14163	Ampari	white, light-colored	tò:mbò (tò:mbò gé)	tò:mbò_	t òː/oː ⁿb ò/o		adjective	WHITE
14164	BankanTey	white, light-colored	píndɛ́	píndɛ́	p í/i ⁿd ɛ́/ɛ		adjective	WHITE
14165	BenTey	white, light-colored	pílɛ́\\pílɛ́m\\pílɛ́yɛ̀	pílɛ́	p í/i l ɛ́/ɛ		adjective	WHITE
14166	Bunoge	white, light-colored	sìmà	sìmà	s ì/i m à/a		adjective	WHITE
14167	DogulDomBendiely	white, light-colored	pílàŋ	pílàŋ	p í/i l à/a ŋ		adjective	WHITE
14168	DogulDomKundialang	white, light-colored	pílàŋ̀	pílàŋ̀	p í/i l à/a ŋ̀/ŋ		adjective	WHITE
14169	DonnoSo	white, light-colored	pílù	pílù	p í/i l ù/u		adjective	WHITE
14170	Gourou	white, light-colored	pírú	pírú	p í/i r ú/u		adjective	WHITE
14171	JamsayDouentza	white, light-colored	pírú	pírú	p í/i r ú/u		adjective	WHITE
14172	JamsayMondoro	white, light-colored	pírú	pírú	p í/i r ú/u		adjective	WHITE
14173	Mombo	white, light-colored	tómbò	tómbò	t ó/o ⁿb ò/o		adjective	WHITE
14174	Najamba	white, light-colored	pílɛ̀\\pílɛ̀ŋgò	pílɛ̀	p í/i l ɛ̀/ɛ		adjective	WHITE
14175	Nanga	white, light-colored	pírí	pírí	p í/i r í/i		adjective	WHITE
14176	Penange	white, light-colored	tòmbò	tòmbò	t ò/o ⁿb ò/o		adjective	WHITE
14177	PergeTegu	white, light-colored	pírí	pírí	p í/i r í/i		adjective	WHITE
14178	TebulUre	white, light-colored	pílɛ̀:\\pílmbɔ̀\\pîlgɔ̀	pílɛ̀:	p í/i l ɛ̀:/ɛː		adjective	WHITE
14179	Tiranige	white, light-colored	púlɛ́	púlɛ́	p ú/u l ɛ́/ɛ		adjective	WHITE
14180	TogoKan	white, light-colored	pírí	pírí	p í/i r í/i		adjective	WHITE
14181	TommoSoTongoTongo	white, light-colored	pílú	pílú	p í/i l ú/u		adjective	WHITE
14182	ToroTegu	white, light-colored	pírú	pírú	p í/i r ú/u		adjective	WHITE
14183	YandaDom	white, light-colored	pílɛ́	pílɛ́	p í/i l ɛ́/ɛ		adjective	WHITE
14184	YornoSo	white, light-colored	píl	píl	p í/i l		adjective	WHITE
10041	Ampari	who?	wà:	wà:	w à:/aː		other	WHO
10042	BankanTey	who?	ǎm	ǎm	ǎ/a m		other	WHO
10043	BenTey	who?	ǎm	ǎm	ǎ/a m		other	WHO
10044	Bunoge	who?	ʔà:yè	ʔà:yè	ʔ à:/aː j è/e		other	WHO
10045	DogulDomBendiely	who?	ámí	ámí	á/a m í/i		other	WHO
10046	DogulDomKundialang	who?	ǎm	ǎm	ǎ/a m		other	WHO
10047	DonnoSo	who?	a᷈:	a᷈:	a᷈:/ãː		other	WHO
10048	JamsayDouentza	who?	ǎ:, ìlá:	ǎ:	ǎ:/aː		other	WHO
10049	Mombo	who?	á:	á:	á:/aː		other	WHO
10050	Najamba	who?	ǎm	ǎm	ǎ/a m		other	WHO
10051	Nanga	who?	ǎŋ	ǎŋ	ǎ/a ŋ		other	WHO
10052	Penange	who?	à:	à:	à:/aː		other	WHO
10053	PergeTegu	who?	ǎ:	ǎ:	ǎ:/aː		other	WHO
10054	TebulUre	who?	àḿ	àḿ	à/a ḿ/m		other	WHO
10055	Tiranige	who?	à:	à:	à:/aː		other	WHO
10056	TogoKan	who?	ǎ:	ǎ:	ǎ:/aː		other	WHO
10057	TommoSoTongoTongo	who?	áá	áá	áá/aː		other	WHO
10058	ToroTegu	who?	àyé	àyé	à/a j é/e		other	WHO
10059	YandaDom	who?	àm	àm	à/a m		other	WHO
10060	YornoSo	who?	ǎ:	ǎ:	ǎ:/aː		other	WHO
10081	Ampari	why?	ìnjɛ́ nóndò	ìnjɛ́_nóndò	ì/i ⁿdʒ ɛ́/ɛ + n ó/o ⁿd ò/o		other	WHY
10082	BankanTey	why?	ǹjé déŋgèy	ǹjé_déŋgèy	ǹ/n dʒ é/e + d é/e ŋ ɡ è/e j		other	WHY
