ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Grouped_Segments,Grouped_Plural_Segments,Plural_Segments,Plural_Form,Dialect
TommoSoTongoTongo-3353_cutorbreakstoneintosmallpieces-1,,TommoSoTongoTongo,3353_cutorbreakstoneintosmallpieces,pɛ́lɛ́,pɛ́lɛ́,p ɛ́ l ɛ́,,heathdogon,,,,,p ɛ́ l ɛ́,,,,
ToroTegu-3353_cutorbreakstoneintosmallpieces-1,,ToroTegu,3353_cutorbreakstoneintosmallpieces,wɛ̀skú\\wɛ̀ská,wɛ̀ská,w ɛ̀ s k á,,heathdogon,,,,,w ɛ̀ s k á,,,,
YornoSo-3353_cutorbreakstoneintosmallpieces-1,,YornoSo,3353_cutorbreakstoneintosmallpieces,jɔ̀gɔ́\\jɔ̀gɔ́,jɔ̀gɔ́,dʒ ɔ̀ ɡ ɔ́,,heathdogon,,,,,dʒ ɔ̀ ɡ ɔ́,,,,
BankanTey-7474_sawtoolegforsawingcalabashes-1,,BankanTey,7474_sawtoolegforsawingcalabashes,céndì,céndì,tʃ é ⁿd ì,,heathdogon,,,,,tʃ é ⁿd ì,,,,
BenTey-7474_sawtoolegforsawingcalabashes-1,,BenTey,7474_sawtoolegforsawingcalabashes,bìmbî:,bìmbî:,b ì ⁿb îː,,heathdogon,,,,,b ì ⁿb îː,,,,
Bunoge-7474_sawtoolegforsawingcalabashes-1,,Bunoge,7474_sawtoolegforsawingcalabashes,ká:njà,ká:njà,k áː ⁿdʒ à,,heathdogon,,,,,k áː ⁿdʒ à,,,,
DonnoSo-7474_sawtoolegforsawingcalabashes-1,,DonnoSo,7474_sawtoolegforsawingcalabashes,gàbàsěŋ,gàbà-sěŋ,ɡ à b à + s ě ŋ,,heathdogon,,,,,ɡ à b à + s ě ŋ,,,,
Gourou-7474_sawtoolegforsawingcalabashes-1,,Gourou,7474_sawtoolegforsawingcalabashes,bǐm,bǐm,b ǐ m,,heathdogon,,,,,b ǐ m,,,,
JamsayDouentza-7474_sawtoolegforsawingcalabashes-1,,JamsayDouentza,7474_sawtoolegforsawingcalabashes,bǐm,bǐm,b ǐ m,,heathdogon,,,,,b ǐ m,,,,
JamsayMondoro-7474_sawtoolegforsawingcalabashes-1,,JamsayMondoro,7474_sawtoolegforsawingcalabashes,bǐm,bǐm,b ǐ m,,heathdogon,,,,,b ǐ m,,,,
Mombo-7474_sawtoolegforsawingcalabashes-1,,Mombo,7474_sawtoolegforsawingcalabashes,kà:njá,kà:njá,k àː ⁿdʒ á,,heathdogon,,,,,k àː ⁿdʒ á,,,,
Najamba-7474_sawtoolegforsawingcalabashes-1,,Najamba,7474_sawtoolegforsawingcalabashes,sèmî:\\sěmbò = sèmî:mbò,sèm-î:,s è m + îː,,heathdogon,,,,,s è m + îː,s è m îː + ⁿb ò,s è m îː + ⁿb ò,sèmî:-mbò,
Nanga-7474_sawtoolegforsawingcalabashes-1,,Nanga,7474_sawtoolegforsawingcalabashes,"bìmbî, pòrbìmbî",bìmbî,b ì ⁿb î,,heathdogon,,,,,b ì ⁿb î,,,,
Penange-7474_sawtoolegforsawingcalabashes-1,,Penange,7474_sawtoolegforsawingcalabashes,ká:njà,ká:njà,k áː ⁿdʒ à,,heathdogon,,,,,k áː ⁿdʒ à,,,,
PergeTegu-7474_sawtoolegforsawingcalabashes-1,,PergeTegu,7474_sawtoolegforsawingcalabashes,bì:mbú,bì:mbú,b ìː ⁿb ú,,heathdogon,,,,,b ìː ⁿb ú,,,,
Tiranige-7474_sawtoolegforsawingcalabashes-1,,Tiranige,7474_sawtoolegforsawingcalabashes,gá:jà,gá:jà,ɡ áː dʒ à,,heathdogon,,,,,ɡ áː dʒ à,,,,
TogoKan-7474_sawtoolegforsawingcalabashes-1,,TogoKan,7474_sawtoolegforsawingcalabashes,sí:,sí:,s íː,,heathdogon,,,,,s íː,,,,
TommoSoTongoTongo-7474_sawtoolegforsawingcalabashes-1,,TommoSoTongoTongo,7474_sawtoolegforsawingcalabashes,bìmbú,bì-m-bú,b ì + m + b ú,,heathdogon,,,,,b ì + m + b ú,,,,
ToroTegu-7474_sawtoolegforsawingcalabashes-1,,ToroTegu,7474_sawtoolegforsawingcalabashes,gì:ⁿgǎ:ⁿ,gì:ⁿgǎ:ⁿ,ɡ ìː ∼ ɡ ǎː ∼,,heathdogon,,,,,ɡ ìː ∼ ɡ ǎː ∼,,,,
YandaDom-7474_sawtoolegforsawingcalabashes-1,,YandaDom,7474_sawtoolegforsawingcalabashes,bì:mbù,bì:mbù,b ìː ⁿb ù,,heathdogon,,,,,b ìː ⁿb ù,,,,
YornoSo-7474_sawtoolegforsawingcalabashes-1,,YornoSo,7474_sawtoolegforsawingcalabashes,bìmú,bìmú,b ì m ú,,heathdogon,,,,,b ì m ú,,,,
BankanTey-8239_splitwood-1,,BankanTey,8239_splitwood,gùmbó,gùmbó,ɡ ù ⁿb ó,,heathdogon,,,,,ɡ ù ⁿb ó,,,,
BenTey-8239_splitwood-1,,BenTey,8239_splitwood,gùmbó,gùmbó,ɡ ù ⁿb ó,,heathdogon,,,,,ɡ ù ⁿb ó,,,,
Bunoge-8239_splitwood-1,,Bunoge,8239_splitwood,ká:gè,ká:gè,k áː ɡ è,,heathdogon,,,,,k áː ɡ è,,,,
DogulDomBendiely-8239_splitwood-1,,DogulDomBendiely,8239_splitwood,tùllé,tùllé,t ù l l é,,heathdogon,,,,,t ù l l é,,,,
DonnoSo-8239_splitwood-1,,DonnoSo,8239_splitwood,gùmmó\\gúmmì,gùmmó,ɡ ù m m ó,,heathdogon,,,,,ɡ ù m m ó,,,,
JamsayDouentza-8239_splitwood-1,,JamsayDouentza,8239_splitwood,"gùmó, gùmùrⁿó",gùmó,ɡ ù m ó,,heathdogon,,,,,ɡ ù m ó,,,,
JamsayMondoro-8239_splitwood-1,,JamsayMondoro,8239_splitwood,gùmó,gùmó,ɡ ù m ó,,heathdogon,,,,,ɡ ù m ó,,,,
Mombo-8239_splitwood-1,,Mombo,8239_splitwood,gúmbé,gúmbé,ɡ ú ⁿb é,,heathdogon,,,,,ɡ ú ⁿb é,,,,
Najamba-8239_splitwood-1,,Najamba,8239_splitwood,kóy\\kòyè,kòyè,k ò j è,,heathdogon,,,,,k ò j è,,,,
Nanga-8239_splitwood-1,,Nanga,8239_splitwood,"kó:, káwrí",kó:,k óː,,heathdogon,,,,,k óː,,,,
Penange-8239_splitwood-1,,Penange,8239_splitwood,"gúmbé, gúmbúgè",gúmbé,ɡ ú ⁿb é,,heathdogon,,,,,ɡ ú ⁿb é,,,,
PergeTegu-8239_splitwood-1,,PergeTegu,8239_splitwood,gùmbó,gùm-bó,ɡ ù m + b ó,,heathdogon,,,,,ɡ ù m + b ó,,,,
TebulUre-8239_splitwood-1,,TebulUre,8239_splitwood,kábílí (kábíltì),kábílí,k á b í l í,,heathdogon,,,,,k á b í l í,,,,
Tiranige-8239_splitwood-1,,Tiranige,8239_splitwood,káwágó,káwá-gó,k á w á + ɡ ó,,heathdogon,,,,,k á w á + ɡ ó,,,,
TogoKan-8239_splitwood-1,,TogoKan,8239_splitwood,gùmó,gùmó,ɡ ù m ó,,heathdogon,,,,,ɡ ù m ó,,,,
TommoSoTongoTongo-8239_splitwood-1,,TommoSoTongoTongo,8239_splitwood,bùló,bùló,b ù l ó,,heathdogon,,,,,b ù l ó,,,,
ToroTegu-8239_splitwood-1,,ToroTegu,8239_splitwood,kú\\kó,kó,k ó,,heathdogon,,,,,k ó,,,,
YandaDom-8239_splitwood-1,,YandaDom,8239_splitwood,gùmó\\gùmòlí,gùmó,ɡ ù m ó,,heathdogon,,,,,ɡ ù m ó,,,,
YornoSo-8239_splitwood-1,,YornoSo,8239_splitwood,gùmɔ́\\gùmɔ́,gùmɔ́,ɡ ù m ɔ́,,heathdogon,,,,,ɡ ù m ɔ́,,,,
BankanTey-6621_peelfruitgingerrootwithknife-1,,BankanTey,6621_peelfruitgingerrootwithknife,kɔ́:sí,kɔ́:sí,k ɔ́ː s í,,heathdogon,,,,,k ɔ́ː s í,,,,
BenTey-6621_peelfruitgingerrootwithknife-1,,BenTey,6621_peelfruitgingerrootwithknife,sɛ́wrú,sɛ́wrú,s ɛ́ w r ú,,heathdogon,,,,,s ɛ́ w r ú,,,,
Bunoge-6621_peelfruitgingerrootwithknife-1,,Bunoge,6621_peelfruitgingerrootwithknife,kómbólè,kómbólè,k ó ⁿb ó l è,,heathdogon,,,,,k ó ⁿb ó l è,,,,
DonnoSo-6621_peelfruitgingerrootwithknife-1,,DonnoSo,6621_peelfruitgingerrootwithknife,kɔ́dɔ̀\\kɔ́dɛ̀,kɔ́d-ɛ̀,k ɔ́ d + ɛ̀,,heathdogon,,,,,k ɔ́ d + ɛ̀,,,,
JamsayDouentza-6621_peelfruitgingerrootwithknife-1,,JamsayDouentza,6621_peelfruitgingerrootwithknife,sɛ́ltɛ́,sɛ́ltɛ́,s ɛ́ l t ɛ́,,heathdogon,,,,,s ɛ́ l t ɛ́,,,,
JamsayMondoro-6621_peelfruitgingerrootwithknife-1,,JamsayMondoro,6621_peelfruitgingerrootwithknife,kógóró,kógóró,k ó ɡ ó r ó,,heathdogon,,,,,k ó ɡ ó r ó,,,,
Mombo-6621_peelfruitgingerrootwithknife-1,,Mombo,6621_peelfruitgingerrootwithknife,kɔ́jɛ́,kɔ́jɛ́,k ɔ́ dʒ ɛ́,,heathdogon,,,,,k ɔ́ dʒ ɛ́,,,,
Najamba-6621_peelfruitgingerrootwithknife-1,,Najamba,6621_peelfruitgingerrootwithknife,wɛ̀njɛ́,wɛ̀njɛ́,w ɛ̀ ⁿdʒ ɛ́,,heathdogon,,,,,w ɛ̀ ⁿdʒ ɛ́,,,,
Nanga-6621_peelfruitgingerrootwithknife-1,,Nanga,6621_peelfruitgingerrootwithknife,sɛ́wrí,sɛ́wrí,s ɛ́ w r í,,heathdogon,,,,,s ɛ́ w r í,,,,
Penange-6621_peelfruitgingerrootwithknife-1,,Penange,6621_peelfruitgingerrootwithknife,kómbólè,kómbólè,k ó ⁿb ó l è,,heathdogon,,,,,k ó ⁿb ó l è,,,,
PergeTegu-6621_peelfruitgingerrootwithknife-1,,PergeTegu,6621_peelfruitgingerrootwithknife,sɛ́tɛ́,sɛ́tɛ́,s ɛ́ t ɛ́,,heathdogon,,,,,s ɛ́ t ɛ́,,,,
Tiranige-6621_peelfruitgingerrootwithknife-1,,Tiranige,6621_peelfruitgingerrootwithknife,gúgɔ́,gúgɔ́,ɡ ú ɡ ɔ́,,heathdogon,,,,,ɡ ú ɡ ɔ́,,,,
TogoKan-6621_peelfruitgingerrootwithknife-1,,TogoKan,6621_peelfruitgingerrootwithknife,kó:rù,kó:rù,k óː r ù,,heathdogon,,,,,k óː r ù,,,,
TommoSoTongoTongo-6621_peelfruitgingerrootwithknife-1,,TommoSoTongoTongo,6621_peelfruitgingerrootwithknife,wɛ̀njɛ́,wɛ̀njɛ́,w ɛ̀ ⁿdʒ ɛ́,,heathdogon,,,,,w ɛ̀ ⁿdʒ ɛ́,,,,
ToroTegu-6621_peelfruitgingerrootwithknife-1,,ToroTegu,6621_peelfruitgingerrootwithknife,sélú\\séló,séló,s é l ó,,heathdogon,,,,,s é l ó,,,,
YandaDom-6621_peelfruitgingerrootwithknife-1,,YandaDom,6621_peelfruitgingerrootwithknife,kɔ́zɔ́\\kɔ́zálì,kɔ́zɔ́,k ɔ́ z ɔ́,,heathdogon,,,,,k ɔ́ z ɔ́,,,,
YornoSo-6621_peelfruitgingerrootwithknife-1,,YornoSo,6621_peelfruitgingerrootwithknife,kɔ́jɔ́\\kɔ́jɔ́,kɔ́jɔ́,k ɔ́ dʒ ɔ́,,heathdogon,,,,,k ɔ́ dʒ ɔ́,,,,
BenTey-2580_breakegbreadcassavainhalfwiththehands-1,,BenTey,2580_breakegbreadcassavainhalfwiththehands,póɲóró,póɲóró,p ó ɲ ó r ó,,heathdogon,,,,,p ó ɲ ó r ó,,,,
Bunoge-2580_breakegbreadcassavainhalfwiththehands-1,,Bunoge,2580_breakegbreadcassavainhalfwiththehands,mèlágè,mèlá-gè,m è l á + ɡ è,,heathdogon,,,,,m è l á + ɡ è,,,,
DonnoSo-2580_breakegbreadcassavainhalfwiththehands-1,,DonnoSo,2580_breakegbreadcassavainhalfwiththehands,póllò\\póllè,póll-è,p ó l l + è,,heathdogon,,,,,p ó l l + è,,,,
JamsayDouentza-2580_breakegbreadcassavainhalfwiththehands-1,,JamsayDouentza,2580_breakegbreadcassavainhalfwiththehands,pɛ́:rɛ́,pɛ́:rɛ́,p ɛ́ː r ɛ́,,heathdogon,,,,,p ɛ́ː r ɛ́,,,,
Penange-2580_breakegbreadcassavainhalfwiththehands-1,,Penange,2580_breakegbreadcassavainhalfwiththehands,gílágè,gílá-gè,ɡ í l á + ɡ è,,heathdogon,,,,,ɡ í l á + ɡ è,,,,
Tiranige-2580_breakegbreadcassavainhalfwiththehands-1,,Tiranige,2580_breakegbreadcassavainhalfwiththehands,"jínáŋgó, púrúgó",jínáŋgó,dʒ í n á ŋ ɡ ó,,heathdogon,,,,,dʒ í n á ŋ ɡ ó,,,,
TogoKan-2580_breakegbreadcassavainhalfwiththehands-1,,TogoKan,2580_breakegbreadcassavainhalfwiththehands,pɛ́:gɛ́ xxx[final V],pɛ́:gɛ́,p ɛ́ː ɡ ɛ́,,heathdogon,,,,,p ɛ́ː ɡ ɛ́,,,,
ToroTegu-2580_breakegbreadcassavainhalfwiththehands-1,,ToroTegu,2580_breakegbreadcassavainhalfwiththehands,dùŋgùrú\\dùŋgùrɔ́,dùŋgùrɔ́,d ù ŋ ɡ ù r ɔ́,,heathdogon,,,,,d ù ŋ ɡ ù r ɔ́,,,,
YandaDom-2580_breakegbreadcassavainhalfwiththehands-1,,YandaDom,2580_breakegbreadcassavainhalfwiththehands,pólló,pól-ló,p ó l + l ó,,heathdogon,,,,,p ó l + l ó,,,,
YornoSo-2580_breakegbreadcassavainhalfwiththehands-1,,YornoSo,2580_breakegbreadcassavainhalfwiththehands,púló,púló,p ú l ó,,heathdogon,,,,,p ú l ó,,,,
BankanTey-7305_riptearsth-1,,BankanTey,7305_riptearsth,káríyí,káríyí,k á r í j í,,heathdogon,,,,,k á r í j í,,,,
BenTey-7305_riptearsth-1,,BenTey,7305_riptearsth,"ká:rí, ɛ́mbí",ká:rí,k áː r í,,heathdogon,,,,,k áː r í,,,,
Bunoge-7305_riptearsth-1,,Bunoge,7305_riptearsth,pánjágè,pánjá-gè,p á ⁿdʒ á + ɡ è,,heathdogon,,,,,p á ⁿdʒ á + ɡ è,,,,
DonnoSo-7305_riptearsth-1,,DonnoSo,7305_riptearsth,kí:nè\\kí:nì,kí:nè,k íː n è,,heathdogon,,,,,k íː n è,,,,
Gourou-7305_riptearsth-1,,Gourou,7305_riptearsth,ká:rá,ká:rá,k áː r á,,heathdogon,,,,,k áː r á,,,,
JamsayDouentza-7305_riptearsth-1,,JamsayDouentza,7305_riptearsth,ká:rá,ká:rá,k áː r á,,heathdogon,,,,,k áː r á,,,,
Mombo-7305_riptearsth-1,,Mombo,7305_riptearsth,"káŋgágè, kí:lè",káŋgágè,k á ŋ ɡ á ɡ è,,heathdogon,,,,,k á ŋ ɡ á ɡ è,,,,
Najamba-7305_riptearsth-1,,Najamba,7305_riptearsth,"àríyɛ́, ká:jíyɛ́",àríyɛ́,à r í j ɛ́,,heathdogon,,,,,à r í j ɛ́,,,,
Nanga-7305_riptearsth-1,,Nanga,7305_riptearsth,"ká:rí, kárágí",ká:rí,k áː r í,,heathdogon,,,,,k áː r í,,,,
Penange-7305_riptearsth-1,,Penange,7305_riptearsth,pánjágè,pánjá-gè,p á ⁿdʒ á + ɡ è,,heathdogon,,,,,p á ⁿdʒ á + ɡ è,,,,
PergeTegu-7305_riptearsth-1,,PergeTegu,7305_riptearsth,ká:rá,ká:rá,k áː r á,,heathdogon,,,,,k áː r á,,,,
TebulUre-7305_riptearsth-1,,TebulUre,7305_riptearsth,káddí (káddítì),káddí,k á d d í,,heathdogon,,,,,k á d d í,,,,
Tiranige-7305_riptearsth-1,,Tiranige,7305_riptearsth,pájágó,pájá-gó,p á dʒ á + ɡ ó,,heathdogon,,,,,p á dʒ á + ɡ ó,,,,
TogoKan-7305_riptearsth-1,,TogoKan,7305_riptearsth,ká:rì,ká:rì,k áː r ì,,heathdogon,,,,,k áː r ì,,,,
TommoSoTongoTongo-7305_riptearsth-1,,TommoSoTongoTongo,7305_riptearsth,káádíyɛ́,káádí-yɛ́,k á á ∼ d í + j ɛ́,,heathdogon,,,,,k á.á ∼ d í + j ɛ́,,,,
ToroTegu-7305_riptearsth-1,,ToroTegu,7305_riptearsth,kárkú\\kárká,kárká,k á r k á,,heathdogon,,,,,k á r k á,,,,
YandaDom-7305_riptearsth-1,,YandaDom,7305_riptearsth,ká:zíyɛ́\\ká:zíyálì,ká:zíyɛ́,k áː z í j ɛ́,,heathdogon,,,,,k áː z í j ɛ́,,,,
YornoSo-7305_riptearsth-1,,YornoSo,7305_riptearsth,ká:lá\\ká:l,ká:lá-,k áː l á,,heathdogon,,,,,k áː l á,,,,
BankanTey-7496_scalescrapethescalesoffafish-1,,BankanTey,7496_scalescrapethescalesoffafish,ká:sí,ká:sí,k áː s í,,heathdogon,,,,,k áː s í,,,,
BenTey-7496_scalescrapethescalesoffafish-1,,BenTey,7496_scalescrapethescalesoffafish,ká:sí,ká:sí,k áː s í,,heathdogon,,,,,k áː s í,,,,
DonnoSo-7496_scalescrapethescalesoffafish-1,,DonnoSo,7496_scalescrapethescalesoffafish,kɔ́dɔ̀\\kɔ́dɛ̀,kɔ́d-ɛ̀,k ɔ́ d + ɛ̀,,heathdogon,,,,,k ɔ́ d + ɛ̀,,,,
JamsayDouentza-7496_scalescrapethescalesoffafish-1,,JamsayDouentza,7496_scalescrapethescalesoffafish,kɔ́:jɔ́,kɔ́:jɔ́,k ɔ́ː dʒ ɔ́,,heathdogon,,,,,k ɔ́ː dʒ ɔ́,,,,
JamsayMondoro-7496_scalescrapethescalesoffafish-1,,JamsayMondoro,7496_scalescrapethescalesoffafish,kɔ́:jɔ́,kɔ́:jɔ́,k ɔ́ː dʒ ɔ́,,heathdogon,,,,,k ɔ́ː dʒ ɔ́,,,,
Mombo-7496_scalescrapethescalesoffafish-1,,Mombo,7496_scalescrapethescalesoffafish,kájálè,kájálè,k á dʒ á l è,,heathdogon,,,,,k á dʒ á l è,,,,
Najamba-7496_scalescrapethescalesoffafish-1,,Najamba,7496_scalescrapethescalesoffafish,kɔ́jɛ́,kɔ́jɛ́,k ɔ́ dʒ ɛ́,,heathdogon,,,,,k ɔ́ dʒ ɛ́,,,,
Nanga-7496_scalescrapethescalesoffafish-1,,Nanga,7496_scalescrapethescalesoffafish,ká:,ká:,k áː,,heathdogon,,,,,k áː,,,,
PergeTegu-7496_scalescrapethescalesoffafish-1,,PergeTegu,7496_scalescrapethescalesoffafish,kágúsá,kágúsá,k á ɡ ú s á,,heathdogon,,,,,k á ɡ ú s á,,,,
Tiranige-7496_scalescrapethescalesoffafish-1,,Tiranige,7496_scalescrapethescalesoffafish,kɔ́jɔ́,kɔ́jɔ́,k ɔ́ dʒ ɔ́,,heathdogon,,,,,k ɔ́ dʒ ɔ́,,,,
TogoKan-7496_scalescrapethescalesoffafish-1,,TogoKan,7496_scalescrapethescalesoffafish,kájá,kájá,k á dʒ á,,heathdogon,,,,,k á dʒ á,,,,
TommoSoTongoTongo-7496_scalescrapethescalesoffafish-1,,TommoSoTongoTongo,7496_scalescrapethescalesoffafish,kɔ́ɔ́dɔ́,kɔ́ɔ́dɔ́,k ɔ́ ɔ́ d ɔ́,,heathdogon,,,,,k ɔ́.ɔ́ d ɔ́,,,,
ToroTegu-7496_scalescrapethescalesoffafish-1,,ToroTegu,7496_scalescrapethescalesoffafish,kɔ́sú\\kɔ́sɔ́,kɔ́sú,k ɔ́ s ú,,heathdogon,,,,,k ɔ́ s ú,,,,
YornoSo-7496_scalescrapethescalesoffafish-1,,YornoSo,7496_scalescrapethescalesoffafish,kɔ́jɔ́\\kɔ́jɔ́,kɔ́jɔ́,k ɔ́ dʒ ɔ́,,heathdogon,,,,,k ɔ́ dʒ ɔ́,,,,
BankanTey-7517_scourscrapeegpot-1,,BankanTey,7517_scourscrapeegpot,kɔ́:sí,kɔ́:sí,k ɔ́ː s í,,heathdogon,,,,,k ɔ́ː s í,,,,
BenTey-7517_scourscrapeegpot-1,,BenTey,7517_scourscrapeegpot,kó:sú,kó:sú,k óː s ú,,heathdogon,,,,,k óː s ú,,,,
Bunoge-7517_scourscrapeegpot-1,,Bunoge,7517_scourscrapeegpot,kájè,kájè,k á dʒ è,,heathdogon,,,,,k á dʒ è,,,,
DonnoSo-7517_scourscrapeegpot-1,,DonnoSo,7517_scourscrapeegpot,kɔ́dɔ̀\\kɔ́dɛ̀,kɔ́d-ɛ̀,k ɔ́ d + ɛ̀,,heathdogon,,,,,k ɔ́ d + ɛ̀,,,,
Gourou-7517_scourscrapeegpot-1,,Gourou,7517_scourscrapeegpot,"kó:zó, kó:só",kó:zó,k óː z ó,,heathdogon,,,,,k óː z ó,,,,
JamsayDouentza-7517_scourscrapeegpot-1,,JamsayDouentza,7517_scourscrapeegpot,kɔ́:jɔ́,kɔ́:jɔ́,k ɔ́ː dʒ ɔ́,,heathdogon,,,,,k ɔ́ː dʒ ɔ́,,,,
Mombo-7517_scourscrapeegpot-1,,Mombo,7517_scourscrapeegpot,kɔ́jɛ́,kɔ́jɛ́,k ɔ́ dʒ ɛ́,,heathdogon,,,,,k ɔ́ dʒ ɛ́,,,,
Najamba-7517_scourscrapeegpot-1,,Najamba,7517_scourscrapeegpot,kɔ́jɛ́,kɔ́jɛ́,k ɔ́ dʒ ɛ́,,heathdogon,,,,,k ɔ́ dʒ ɛ́,,,,
Nanga-7517_scourscrapeegpot-1,,Nanga,7517_scourscrapeegpot,kɔ́:sí,kɔ́:sí,k ɔ́ː s í,,heathdogon,,,,,k ɔ́ː s í,,,,
Penange-7517_scourscrapeegpot-1,,Penange,7517_scourscrapeegpot,kɔ́jɛ́,kɔ́jɛ́,k ɔ́ dʒ ɛ́,,heathdogon,,,,,k ɔ́ dʒ ɛ́,,,,
PergeTegu-7517_scourscrapeegpot-1,,PergeTegu,7517_scourscrapeegpot,kó:só,kó:só,k óː s ó,,heathdogon,,,,,k óː s ó,,,,
Tiranige-7517_scourscrapeegpot-1,,Tiranige,7517_scourscrapeegpot,kɔ́jɔ́,kɔ́jɔ́,k ɔ́ dʒ ɔ́,,heathdogon,,,,,k ɔ́ dʒ ɔ́,,,,
TogoKan-7517_scourscrapeegpot-1,,TogoKan,7517_scourscrapeegpot,kójó,kójó,k ó dʒ ó,,heathdogon,,,,,k ó dʒ ó,,,,
TommoSoTongoTongo-7517_scourscrapeegpot-1,,TommoSoTongoTongo,7517_scourscrapeegpot,kɔ́ɔ́dɔ́,kɔ́ɔ́dɔ́,k ɔ́ ɔ́ d ɔ́,,heathdogon,,,,,k ɔ́.ɔ́ d ɔ́,,,,
ToroTegu-7517_scourscrapeegpot-1,,ToroTegu,7517_scourscrapeegpot,kósúrú\\kósúró,kósúró,k ó s ú r ó,,heathdogon,,,,,k ó s ú r ó,,,,
YandaDom-7517_scourscrapeegpot-1,,YandaDom,7517_scourscrapeegpot,kɔ́zɔ́\\kɔ́zálì,kɔ́zɔ́,k ɔ́ z ɔ́,,heathdogon,,,,,k ɔ́ z ɔ́,,,,
YornoSo-7517_scourscrapeegpot-1,,YornoSo,7517_scourscrapeegpot,kɔ́jɔ́\\kɔ́jɔ́,kɔ́jɔ́,k ɔ́ dʒ ɔ́,,heathdogon,,,,,k ɔ́ dʒ ɔ́,,,,
BankanTey-6727_pinchegapimpletoexpelthepus-1,,BankanTey,6727_pinchegapimpletoexpelthepus,pɔ́rɔ́,pɔ́rɔ́,p ɔ́ r ɔ́,,heathdogon,,,,,p ɔ́ r ɔ́,,,,
BenTey-6727_pinchegapimpletoexpelthepus-1,,BenTey,6727_pinchegapimpletoexpelthepus,pɔ́rɔ́,pɔ́rɔ́,p ɔ́ r ɔ́,,heathdogon,,,,,p ɔ́ r ɔ́,,,,
DonnoSo-6727_pinchegapimpletoexpelthepus-1,,DonnoSo,6727_pinchegapimpletoexpelthepus,pínè\\pínè,pínè,p í n è,,heathdogon,,,,,p í n è,,,,
JamsayDouentza-6727_pinchegapimpletoexpelthepus-1,,JamsayDouentza,6727_pinchegapimpletoexpelthepus,só:gó,só:gó,s óː ɡ ó,,heathdogon,,,,,s óː ɡ ó,,,,
Najamba-6727_pinchegapimpletoexpelthepus-1,,Najamba,6727_pinchegapimpletoexpelthepus,pɛ́jɛ́,pɛ́jɛ́,p ɛ́ dʒ ɛ́,,heathdogon,,,,,p ɛ́ dʒ ɛ́,,,,
Nanga-6727_pinchegapimpletoexpelthepus-1,,Nanga,6727_pinchegapimpletoexpelthepus,pósógí,pósógí,p ó s ó ɡ í,,heathdogon,,,,,p ó s ó ɡ í,,,,
PergeTegu-6727_pinchegapimpletoexpelthepus-1,,PergeTegu,6727_pinchegapimpletoexpelthepus,pírⁿɛ́,pírⁿɛ́,p í r ∼ ɛ́,,heathdogon,,,,,p í r ∼ ɛ́,,,,
Tiranige-6727_pinchegapimpletoexpelthepus-1,,Tiranige,6727_pinchegapimpletoexpelthepus,píndó,píndó,p í ⁿd ó,,heathdogon,,,,,p í ⁿd ó,,,,
TogoKan-6727_pinchegapimpletoexpelthepus-1,,TogoKan,6727_pinchegapimpletoexpelthepus,pírⁿí\\pírⁿí,pírⁿí,p í r ∼ í,,heathdogon,,,,,p í r ∼ í,,,,
TommoSoTongoTongo-6727_pinchegapimpletoexpelthepus-1,,TommoSoTongoTongo,6727_pinchegapimpletoexpelthepus,pínɛ́,pínɛ́,p í n ɛ́,,heathdogon,,,,,p í n ɛ́,,,,
ToroTegu-6727_pinchegapimpletoexpelthepus-1,,ToroTegu,6727_pinchegapimpletoexpelthepus,cɛ́m\\cɛ́wⁿá,cɛ́wⁿá,tʃ ɛ́ w ə ∼ á,,heathdogon,,,,,tʃ ɛ́ w.ə ∼ á,,,,
YornoSo-6727_pinchegapimpletoexpelthepus-1,,YornoSo,6727_pinchegapimpletoexpelthepus,pɛ́rⁿɛ́\\pɛ́rⁿɛ́,pɛ́rⁿɛ́,p ɛ́ r ∼ ɛ́,,heathdogon,,,,,p ɛ́ r ∼ ɛ́,,,,
BankanTey-3485_digsth-1,,BankanTey,3485_digsth,gàzí,gàzí,ɡ à z í,,heathdogon,,,,,ɡ à z í,,,,
BenTey-3485_digsth-1,,BenTey,3485_digsth,gànjí,gànjí,ɡ à ⁿdʒ í,,heathdogon,,,,,ɡ à ⁿdʒ í,,,,
Bunoge-3485_digsth-1,,Bunoge,3485_digsth,gɔ́jɛ̀,gɔ́jɛ̀,ɡ ɔ́ dʒ ɛ̀,,heathdogon,,,,,ɡ ɔ́ dʒ ɛ̀,,,,
DogulDomKundialang-3485_digsth-1,,DogulDomKundialang,3485_digsth,"gànjé, gùlé",gànjé,ɡ à ⁿdʒ é,,heathdogon,,,,,ɡ à ⁿdʒ é,,,,
DonnoSo-3485_digsth-1,,DonnoSo,3485_digsth,wànjá\\wánjì,wànjá,w à ⁿdʒ á,,heathdogon,,,,,w à ⁿdʒ á,,,,
Gourou-3485_digsth-1,,Gourou,3485_digsth,zǎ:ⁿ,zǎ:ⁿ,z ǎː ∼,,heathdogon,,,,,z ǎː ∼,,,,
JamsayDouentza-3485_digsth-1,,JamsayDouentza,3485_digsth,jǎ:ⁿ,jǎ:ⁿ,dʒ ǎː ∼,,heathdogon,,,,,dʒ ǎː ∼,,,,
