ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Grouped_Segments,Grouped_Plural_Segments,Plural_Segments,Plural_Form,Dialect
YornoSo-9518_wingofbird-1,,YornoSo,9518_wingofbird,gámìrù,gámìrù,ɡ á m ì r ù,,heathdogon,,,,,ɡ á m ì r ù,,,,
BenTey-2999_clawtalon-1,,BenTey,2999_clawtalon,[lɔ̀sɔ̀sì:ⁿ]kɔ̌wⁿrⁿì,lɔ̀sɔ̀-sì:ⁿ-kɔ̌wⁿrⁿì,l ɔ̀ s ɔ̀ + s ìː ∼ + k ɔ̌ w ə ∼ r ∼ ì,,heathdogon,,,,,l ɔ̀ s ɔ̀ + s ìː ∼ + k ɔ̌ w.ə ∼ r ∼ ì,,,,
DogulDomBendiely-2999_clawtalon-1,,DogulDomBendiely,2999_clawtalon,ḱòbùlúŋ,ḱòbùlúŋ,k ò b ù l ú ŋ,,heathdogon,,,,,k ò b ù l ú ŋ,,,,
DogulDomKundialang-2999_clawtalon-1,,DogulDomKundialang,2999_clawtalon,kóbùlùŋ̀ (pl kóbùlùⁿ yà:),kóbùlù-ŋ̀,k ó b ù l ù + ŋ ə̀,,heathdogon,,,,,k ó b ù l ù + ŋ.ə̀,k ó b ù l ù ∼ + j àː,k ó b ù l ù ∼ + j àː,kóbùlùⁿ_yà:,
DonnoSo-2999_clawtalon-1,,DonnoSo,2999_clawtalon,kùbɔ̀ sàý,kùbɔ̀_sà-ý,k ù b ɔ̀ + s à + ý,,heathdogon,,,,,k ù b ɔ̀ + s à + ý,,,,
JamsayDouentza-2999_clawtalon-1,,JamsayDouentza,2999_clawtalon,kɔ̀:kɔ̀rⁿî:ⁿ,kɔ̀:-kɔ̀rⁿî:ⁿ,k ɔ̀ː + k ɔ̀ r ∼ îː ∼,,heathdogon,,,,,k ɔ̀ː + k ɔ̀ r ∼ îː ∼,,,,
Nanga-2999_clawtalon-1,,Nanga,2999_clawtalon,lɔ̀sɔ̀kɛ̂:,lɔ̀sɔ̀-kɛ̂:,l ɔ̀ s ɔ̀ + k ɛ̂ː,,heathdogon,,,,,l ɔ̀ s ɔ̀ + k ɛ̂ː,,,,
PergeTegu-2999_clawtalon-1,,PergeTegu,2999_clawtalon,kùwɔ̀šíⁿ,kùwɔ̀-šíⁿ,k ù w ɔ̀ + ʃ í ∼,,heathdogon,,,,,k ù w ɔ̀ + ʃ í ∼,,,,
TebulUre-2999_clawtalon-1,,TebulUre,2999_clawtalon,là:kòbìlíyɛ́,là:-kòbìl-íyɛ́,l àː + k ò b ì l + í j ɛ́,,heathdogon,,,,,l àː + k ò b ì l + í j ɛ́,,,,
TommoSoTongoTongo-2999_clawtalon-1,,TommoSoTongoTongo,2999_clawtalon,ànù sày kòbìlìyé,ànù_sày_kòbì-lì-yé,à n ù + s à j + k ò b ì + l ì + j é,,heathdogon,,,,,à n ù + s à j + k ò b ì + l ì + j é,,,,
TomoKanSegue-2999_clawtalon-1,,TomoKanSegue,2999_clawtalon,kùbàkwɛ̀lɛ̀ⁿ,kùbà-kwɛ̀lɛ̀ⁿ,k ù b à + k w ɛ̀ l ɛ̀ ∼,,heathdogon,,,,,k ù b à + k w ɛ̀ l ɛ̀ ∼,,,,
ToroTegu-2999_clawtalon-1,,ToroTegu,2999_clawtalon,kùwɔ̀cèwrěy,kùwɔ̀-cèwrěy,k ù w ɔ̀ + tʃ è w r ě j,,heathdogon,,,,,k ù w ɔ̀ + tʃ è w r ě j,,,,
YandaDom-2999_clawtalon-1,,YandaDom,2999_clawtalon,kòmbílyè,kòmbíl-yè,k ò ⁿb í l + j è,,heathdogon,,,,,k ò ⁿb í l + j è,,,,
YornoSo-2999_clawtalon-1,,YornoSo,2999_clawtalon,kùbɔ̀[kòbìlìý],kùbɔ̀-kòbìlì-ý,k ù b ɔ̀ + k ò b ì l ì + ý,,heathdogon,,,,,k ù b ɔ̀ + k ò b ì l ì + ý,,,,
Ampari-4978_hornofanimal-1,,Ampari,4978_hornofanimal,kɛ̀rɔ̀ (kɛ̀rɔ̀̀ gé),kɛ̀rɔ̀,k ɛ̀ r ɔ̀,,heathdogon,,,,,k ɛ̀ r ɔ̀,k ɛ̀ r ɔ̀ + ɡ é,k ɛ̀ r ɔ̀ + ɡ é,kɛ̀rɔ̀̀_gé,
BankanTey-4978_hornofanimal-1,,BankanTey,4978_hornofanimal,"kíyà, cíyà",kíyà,k í j à,,heathdogon,,,,,k í j à,,,,
BenTey-4978_hornofanimal-1,,BenTey,4978_hornofanimal,cíyà,cíyà,tʃ í j à,,heathdogon,,,,,tʃ í j à,,,,
Bunoge-4978_hornofanimal-1,,Bunoge,4978_hornofanimal,kɛ́lɛ̀,kɛ́lɛ̀,k ɛ́ l ɛ̀,,heathdogon,,,,,k ɛ́ l ɛ̀,,,,
DogulDomBendiely-4978_hornofanimal-1,,DogulDomBendiely,4978_hornofanimal,kɛ̀lɔ́,kɛ̀lɔ́,k ɛ̀ l ɔ́,,heathdogon,,,,,k ɛ̀ l ɔ́,,,,
DogulDomKundialang-4978_hornofanimal-1,,DogulDomKundialang,4978_hornofanimal,kɛ́lɔ̀:,kɛ́lɔ̀:,k ɛ́ l ɔ̀ː,,heathdogon,,,,,k ɛ́ l ɔ̀ː,,,,
DonnoSo-4978_hornofanimal-1,,DonnoSo,4978_hornofanimal,kílɛ̀,kílɛ̀,k í l ɛ̀,,heathdogon,,,,,k í l ɛ̀,,,,
Gourou-4978_hornofanimal-1,,Gourou,4978_hornofanimal,kírɛ́,kírɛ́,k í r ɛ́,,heathdogon,,,,,k í r ɛ́,,,,
JamsayDouentza-4978_hornofanimal-1,,JamsayDouentza,4978_hornofanimal,círɛ́,círɛ́,tʃ í r ɛ́,,heathdogon,,,,,tʃ í r ɛ́,,,,
Mombo-4978_hornofanimal-1,,Mombo,4978_hornofanimal,kɛ́lɛ́,kɛ́lɛ́,k ɛ́ l ɛ́,,heathdogon,,,,,k ɛ́ l ɛ́,,,,
Najamba-4978_hornofanimal-1,,Najamba,4978_hornofanimal,kɛ́lɔ̀:\\kɛ́lɛ̀:,kɛ́lɔ̀:,k ɛ́ l ɔ̀ː,,heathdogon,,,,,k ɛ́ l ɔ̀ː,k ɛ́ l ɛ̀ː,k ɛ́ l ɛ̀ː,kɛ́lɛ̀:,
Nanga-4978_hornofanimal-1,,Nanga,4978_hornofanimal,kírâ,kírâ,k í r â,,heathdogon,,,,,k í r â,,,,
Penange-4978_hornofanimal-1,,Penange,4978_hornofanimal,kɛ́lɛ́,kɛ́lɛ́,k ɛ́ l ɛ́,,heathdogon,,,,,k ɛ́ l ɛ́,,,,
PergeTegu-4978_hornofanimal-1,,PergeTegu,4978_hornofanimal,kírɛ́,kírɛ́,k í r ɛ́,,heathdogon,,,,,k í r ɛ́,,,,
TebulUre-4978_hornofanimal-1,,TebulUre,4978_hornofanimal,cílá ~ kílá,kílá,k í l á,,heathdogon,,,,,k í l á,,,,
Tiranige-4978_hornofanimal-1,,Tiranige,4978_hornofanimal,"kɛ̀:lɛ̀ŋgè (Boui), kɛ̀:lɛ̀wⁿ (Ningo, Pl kɛ̀:lɛ̀ŋgè)",kɛ̀:lɛ̀ŋgè,k ɛ̀ː l ɛ̀ ŋ ɡ è,,heathdogon,,,,,k ɛ̀ː l ɛ̀ ŋ ɡ è,,,,
TogoKan-4978_hornofanimal-1,,TogoKan,4978_hornofanimal,kírɛ́,kírɛ́,k í r ɛ́,,heathdogon,,,,,k í r ɛ́,,,,
TommoSoTongoTongo-4978_hornofanimal-1,,TommoSoTongoTongo,4978_hornofanimal,kɛ́lɛ́,kɛ́-lɛ́,k ɛ́ + l ɛ́,,heathdogon,,,,,k ɛ́ + l ɛ́,,,,
TomoKanSegue-4978_hornofanimal-1,,TomoKanSegue,4978_hornofanimal,cìlá,cìlá,tʃ ì l á,,heathdogon,,,,,tʃ ì l á,,,,
ToroTegu-4978_hornofanimal-1,,ToroTegu,4978_hornofanimal,círá,círá,tʃ í r á,,heathdogon,,,,,tʃ í r á,,,,
YandaDom-4978_hornofanimal-1,,YandaDom,4978_hornofanimal,"célá, cɛ́lɛ́",célá,tʃ é l á,,heathdogon,,,,,tʃ é l á,,,,
YornoSo-4978_hornofanimal-1,,YornoSo,4978_hornofanimal,kílɛ̀,kílɛ̀,k í l ɛ̀,,heathdogon,,,,,k í l ɛ̀,,,,
Ampari-4040_feather-1,,Ampari,4040_feather,kùrɛ̀ (kùrɛ̀ gé),kùrɛ̀,k ù r ɛ̀,,heathdogon,,,,,k ù r ɛ̀,k ù r ɛ̀ + ɡ é,k ù r ɛ̀ + ɡ é,kùrɛ̀_gé,
BankanTey-4040_feather-1,,BankanTey,4040_feather,kùyá,kùyá,k ù j á,,heathdogon,,,,,k ù j á,,,,
BenTey-4040_feather-1,,BenTey,4040_feather,kùkùyɔ́,kù-kùyɔ́,k ù + k ù j ɔ́,,heathdogon,,,,,k ù + k ù j ɔ́,,,,
Bunoge-4040_feather-1,,Bunoge,4040_feather,"kùlɛ̀ (""hair"")",kùlɛ̀,k ù l ɛ̀,,heathdogon,,,,,k ù l ɛ̀,,,,
DogulDomBendiely-4040_feather-1,,DogulDomBendiely,4040_feather,kílì,kílì,k í l ì,,heathdogon,,,,,k í l ì,,,,
DogulDomKundialang-4040_feather-1,,DogulDomKundialang,4040_feather,kîl,kîl,k î l,,heathdogon,,,,,k î l,,,,
DonnoSo-4040_feather-1,,DonnoSo,4040_feather,kèŋgèlé,kèŋgèlé,k è ŋ ɡ è l é,,heathdogon,,,,,k è ŋ ɡ è l é,,,,
Gourou-4040_feather-1,,Gourou,4040_feather,kúrɔ́,kúrɔ́,k ú r ɔ́,,heathdogon,,,,,k ú r ɔ́,,,,
JamsayDouentza-4040_feather-1,,JamsayDouentza,4040_feather,kúrɔ́,kúrɔ́,k ú r ɔ́,,heathdogon,,,,,k ú r ɔ́,,,,
Mombo-4040_feather-1,,Mombo,4040_feather,ìní kúlɛ̀,ìní_kúlɛ̀,ì n í + k ú l ɛ̀,,heathdogon,,,,,ì n í + k ú l ɛ̀,,,,
Najamba-4040_feather-1,,Najamba,4040_feather,kùlɛ́ŋgó\\kùlɛ́,kùlɛ́-ŋgó,k ù l ɛ́ + ŋ ɡ ó,,heathdogon,,,,,k ù l ɛ́ + ŋ ɡ ó,k ù l ɛ́,k ù l ɛ́,kùlɛ́,
Nanga-4040_feather-1,,Nanga,4040_feather,kìyá,kìyá,k ì j á,,heathdogon,,,,,k ì j á,,,,
Penange-4040_feather-1,,Penange,4040_feather,kúlɛ́,kúlɛ́,k ú l ɛ́,,heathdogon,,,,,k ú l ɛ́,,,,
PergeTegu-4040_feather-1,,PergeTegu,4040_feather,kúrɔ́,kúrɔ́,k ú r ɔ́,,heathdogon,,,,,k ú r ɔ́,,,,
TebulUre-4040_feather-1,,TebulUre,4040_feather,kúlá,kúlá,k ú l á,,heathdogon,,,,,k ú l á,,,,
Tiranige-4040_feather-1,,Tiranige,4040_feather,"kùlɛ̀ŋgè (""hair"")",kùlɛ̀-ŋgè,k ù l ɛ̀ + ŋ ɡ è,,heathdogon,,,,,k ù l ɛ̀ + ŋ ɡ è,,,,
TogoKan-4040_feather-1,,TogoKan,4040_feather,kúrɔ́,kúrɔ́,k ú r ɔ́,,heathdogon,,,,,k ú r ɔ́,,,,
TommoSoTongoTongo-4040_feather-1,,TommoSoTongoTongo,4040_feather,kúló,kú-ló,k ú + l ó,,heathdogon,,,,,k ú + l ó,,,,
TomoKanSegue-4040_feather-1,,TomoKanSegue,4040_feather,kùlɛ́,kùlɛ́,k ù l ɛ́,,heathdogon,,,,,k ù l ɛ́,,,,
ToroTegu-4040_feather-1,,ToroTegu,4040_feather,kúrɔ́,kúrɔ́,k ú r ɔ́,,heathdogon,,,,,k ú r ɔ́,,,,
YandaDom-4040_feather-1,,YandaDom,4040_feather,kùlà,kùlà,k ù l à,,heathdogon,,,,,k ù l à,,,,
YornoSo-4040_feather-1,,YornoSo,4040_feather,kùkûl,kù-kûl,k ù + k û l,,heathdogon,,,,,k ù + k û l,,,,
BankanTey-7495_scaleoffishorsnake-1,,BankanTey,7495_scaleoffishorsnake,kòkòmbû:,kòkòmbû:,k ò k ò ⁿb ûː,,heathdogon,,,,,k ò k ò ⁿb ûː,,,,
BenTey-7495_scaleoffishorsnake-1,,BenTey,7495_scaleoffishorsnake,cɛ̂:,cɛ̂:,tʃ ɛ̂ː,,heathdogon,,,,,tʃ ɛ̂ː,,,,
Bunoge-7495_scaleoffishorsnake-1,,Bunoge,7495_scaleoffishorsnake,kɛ̀jɛ̀lɛ̀,kɛ̀jɛ̀lɛ̀,k ɛ̀ dʒ ɛ̀ l ɛ̀,,heathdogon,,,,,k ɛ̀ dʒ ɛ̀ l ɛ̀,,,,
DogulDomBendiely-7495_scaleoffishorsnake-1,,DogulDomBendiely,7495_scaleoffishorsnake,kòbùlúŋ,kòbùlúŋ,k ò b ù l ú ŋ,,heathdogon,,,,,k ò b ù l ú ŋ,,,,
DogulDomKundialang-7495_scaleoffishorsnake-1,,DogulDomKundialang,7495_scaleoffishorsnake,kògó,kògó,k ò ɡ ó,,heathdogon,,,,,k ò ɡ ó,,,,
DonnoSo-7495_scaleoffishorsnake-1,,DonnoSo,7495_scaleoffishorsnake,kòmbě:,kòmbě:,k ò ⁿb ěː,,heathdogon,,,,,k ò ⁿb ěː,,,,
JamsayDouentza-7495_scaleoffishorsnake-1,,JamsayDouentza,7495_scaleoffishorsnake,"kìkǒw, kùkǒw",kì-kǒw,k ì + k ǒ w,,heathdogon,,,,,k ì + k ǒ w,,,,
JamsayMondoro-7495_scaleoffishorsnake-1,,JamsayMondoro,7495_scaleoffishorsnake,kǒw,kǒw,k ǒ w,,heathdogon,,,,,k ǒ w,,,,
Mombo-7495_scaleoffishorsnake-1,,Mombo,7495_scaleoffishorsnake,gújù,gújù,ɡ ú dʒ ù,,heathdogon,,,,,ɡ ú dʒ ù,,,,
Najamba-7495_scaleoffishorsnake-1,,Najamba,7495_scaleoffishorsnake,kògô:\\kògê:,kògô:,k ò ɡ ôː,,heathdogon,,,,,k ò ɡ ôː,k ò ɡ êː,k ò ɡ êː,kògê:,
Nanga-7495_scaleoffishorsnake-1,,Nanga,7495_scaleoffishorsnake,kɛ̂:,kɛ̂:,k ɛ̂ː,,heathdogon,,,,,k ɛ̂ː,,,,
Penange-7495_scaleoffishorsnake-1,,Penange,7495_scaleoffishorsnake,kòmbòlyè,kòmbòl-yè,k ò ⁿb ò l + j è,,heathdogon,,,,,k ò ⁿb ò l + j è,,,,
PergeTegu-7495_scaleoffishorsnake-1,,PergeTegu,7495_scaleoffishorsnake,kɛ̂:,kɛ̂:,k ɛ̂ː,,heathdogon,,,,,k ɛ̂ː,,,,
TebulUre-7495_scaleoffishorsnake-1,,TebulUre,7495_scaleoffishorsnake,cɛ́bdɛ́,cɛ́bdɛ́,tʃ ɛ́ b d ɛ́,,heathdogon,,,,,tʃ ɛ́ b d ɛ́,,,,
Tiranige-7495_scaleoffishorsnake-1,,Tiranige,7495_scaleoffishorsnake,nɛ̀mɛ̀,nɛ̀mɛ̀,n ɛ̀ m ɛ̀,,heathdogon,,,,,n ɛ̀ m ɛ̀,,,,
TogoKan-7495_scaleoffishorsnake-1,,TogoKan,7495_scaleoffishorsnake,kòkǒ:,kò-kǒ:,k ò + k ǒː,,heathdogon,,,,,k ò + k ǒː,,,,
TommoSoTongoTongo-7495_scaleoffishorsnake-1,,TommoSoTongoTongo,7495_scaleoffishorsnake,kɛ́bɛ́dɛ́,kɛ́bɛ́-dɛ́,k ɛ́ b ɛ́ + d ɛ́,,heathdogon,,,,,k ɛ́ b ɛ́ + d ɛ́,,,,
TomoKanSegue-7495_scaleoffishorsnake-1,,TomoKanSegue,7495_scaleoffishorsnake,kú:,kú:,k úː,,heathdogon,,,,,k úː,,,,
ToroTegu-7495_scaleoffishorsnake-1,,ToroTegu,7495_scaleoffishorsnake,"kǒw, pómó",kǒw,k ǒ w,,heathdogon,,,,,k ǒ w,,,,
YandaDom-7495_scaleoffishorsnake-1,,YandaDom,7495_scaleoffishorsnake,cɛ́bzɛ́,cɛ́bzɛ́,tʃ ɛ́ b z ɛ́,,heathdogon,,,,,tʃ ɛ́ b z ɛ́,,,,
YornoSo-7495_scaleoffishorsnake-1,,YornoSo,7495_scaleoffishorsnake,kòbìlìý,kòbìlì-ý,k ò b ì l ì + ý,,heathdogon,,,,,k ò b ì l ì + ý,,,,
BankanTey-2779_carapaceshelloftortoise-1,,BankanTey,2779_carapaceshelloftortoise,gùmbá,gùmbá,ɡ ù ⁿb á,,heathdogon,,,,,ɡ ù ⁿb á,,,,
BenTey-2779_carapaceshelloftortoise-1,,BenTey,2779_carapaceshelloftortoise,kóró,kóró,k ó r ó,,heathdogon,,,,,k ó r ó,,,,
Bunoge-2779_carapaceshelloftortoise-1,,Bunoge,2779_carapaceshelloftortoise,kòbàlì (also 'tree bark'),kòbàlì,k ò b à l ì,,heathdogon,,,,,k ò b à l ì,,,,
DogulDomBendiely-2779_carapaceshelloftortoise-1,,DogulDomBendiely,2779_carapaceshelloftortoise,kɔ̀mùnú,kɔ̀mùnú,k ɔ̀ m ù n ú,,heathdogon,,,,,k ɔ̀ m ù n ú,,,,
DogulDomKundialang-2779_carapaceshelloftortoise-1,,DogulDomKundialang,2779_carapaceshelloftortoise,"kɔ̀mnú, gùmmǎ:",kɔ̀mnú,k ɔ̀ m n ú,,heathdogon,,,,,k ɔ̀ m n ú,,,,
DonnoSo-2779_carapaceshelloftortoise-1,,DonnoSo,2779_carapaceshelloftortoise,kòmbě:,kòmbě:,k ò ⁿb ěː,,heathdogon,,,,,k ò ⁿb ěː,,,,
Gourou-2779_carapaceshelloftortoise-1,,Gourou,2779_carapaceshelloftortoise,kǒw,kǒw,k ǒ w,,heathdogon,,,,,k ǒ w,,,,
JamsayDouentza-2779_carapaceshelloftortoise-1,,JamsayDouentza,2779_carapaceshelloftortoise,"kìkǒw, kùkǒw",kì-kǒw,k ì + k ǒ w,,heathdogon,,,,,k ì + k ǒ w,,,,
JamsayMondoro-2779_carapaceshelloftortoise-1,,JamsayMondoro,2779_carapaceshelloftortoise,sɔ̀ŋɔ́rⁿɔ̀,sɔ̀ŋɔ́rⁿɔ̀,s ɔ̀ ŋ ɔ́ r ∼ ɔ̀,,heathdogon,,,,,s ɔ̀ ŋ ɔ́ r ∼ ɔ̀,,,,
Mombo-2779_carapaceshelloftortoise-1,,Mombo,2779_carapaceshelloftortoise,"kéjéré, gù:ⁿ gúmbá",kéjéré,k é dʒ é r é,,heathdogon,,,,,k é dʒ é r é,,,,
Najamba-2779_carapaceshelloftortoise-1,,Najamba,2779_carapaceshelloftortoise,gùmbǎ:\\gùmbɛ̌:,gùmbǎ:,ɡ ù ⁿb ǎː,,heathdogon,,,,,ɡ ù ⁿb ǎː,ɡ ù ⁿb ɛ̌ː,ɡ ù ⁿb ɛ̌ː,gùmbɛ̌:,
Nanga-2779_carapaceshelloftortoise-1,,Nanga,2779_carapaceshelloftortoise,gùmbá,gùmbá,ɡ ù ⁿb á,,heathdogon,,,,,ɡ ù ⁿb á,,,,
Penange-2779_carapaceshelloftortoise-1,,Penange,2779_carapaceshelloftortoise,kà:njè,kà:njè,k àː ⁿdʒ è,,heathdogon,,,,,k àː ⁿdʒ è,,,,
PergeTegu-2779_carapaceshelloftortoise-1,,PergeTegu,2779_carapaceshelloftortoise,gùmbɔ̀kɔ̀rú,gùmbɔ̀-kɔ̀rú,ɡ ù ⁿb ɔ̀ + k ɔ̀ r ú,,heathdogon,,,,,ɡ ù ⁿb ɔ̀ + k ɔ̀ r ú,,,,
TebulUre-2779_carapaceshelloftortoise-1,,TebulUre,2779_carapaceshelloftortoise,gùmbá:,gùmbá:,ɡ ù ⁿb áː,,heathdogon,,,,,ɡ ù ⁿb áː,,,,
Tiranige-2779_carapaceshelloftortoise-1,,Tiranige,2779_carapaceshelloftortoise,kóy,kóy,k ó j,,heathdogon,,,,,k ó j,,,,
TogoKan-2779_carapaceshelloftortoise-1,,TogoKan,2779_carapaceshelloftortoise,kó:ɲó,kó:ɲó,k óː ɲ ó,,heathdogon,,,,,k óː ɲ ó,,,,
TommoSoTongoTongo-2779_carapaceshelloftortoise-1,,TommoSoTongoTongo,2779_carapaceshelloftortoise,kìrù bànjá,kì-rù_bànjá,k ì + r ù + b à ⁿdʒ á,,heathdogon,,,,,k ì + r ù + b à ⁿdʒ á,,,,
TomoKanSegue-2779_carapaceshelloftortoise-1,,TomoKanSegue,2779_carapaceshelloftortoise,kòbò,kòbò,k ò b ò,,heathdogon,,,,,k ò b ò,,,,
ToroTegu-2779_carapaceshelloftortoise-1,,ToroTegu,2779_carapaceshelloftortoise,"bà:ⁿsá, bà:ⁿsɛ̌y",bà:ⁿsá,b ã̀ː s á,,heathdogon,,,,,b ã̀ː s á,,,,
YandaDom-2779_carapaceshelloftortoise-1,,YandaDom,2779_carapaceshelloftortoise,gùmà,gùmà,ɡ ù m à,,heathdogon,,,,,ɡ ù m à,,,,
YornoSo-2779_carapaceshelloftortoise-1,,YornoSo,2779_carapaceshelloftortoise,bàɲá,bàɲá,b à ɲ á,,heathdogon,,,,,b à ɲ á,,,,
BankanTey-8049_snail-1,,BankanTey,8049_snail,cɛ̀wrɛ̀cɛ̀cɛ̂m\\cɛ̀cɛ̂:,cɛ̀wrɛ̀-cɛ̀cɛ̂-m,tʃ ɛ̀ w r ɛ̀ + tʃ ɛ̀ tʃ ɛ̂ + m,,heathdogon,,,,,tʃ ɛ̀ w r ɛ̀ + tʃ ɛ̀ tʃ ɛ̂ + m,tʃ ɛ̀ w r ɛ̀ + tʃ ɛ̀ tʃ ɛ̂ː,tʃ ɛ̀ w r ɛ̀ + tʃ ɛ̀ tʃ ɛ̂ː,cɛ̀wrɛ̀-cɛ̀cɛ̂:,
BenTey-8049_snail-1,,BenTey,8049_snail,"cɛ̀wrɛ́kɛ̌:sù, kɛ̀rɛ̌ŋkɛ̌:sù",cɛ̀wrɛ́-kɛ̌:sù,tʃ ɛ̀ w r ɛ́ + k ɛ̌ː s ù,,heathdogon,,,,,tʃ ɛ̀ w r ɛ́ + k ɛ̌ː s ù,,,,
DogulDomBendiely-8049_snail-1,,DogulDomBendiely,8049_snail,gànnòkɔ̀rɔ̀dɔ́ŋ,gànnòkɔ̀rɔ̀dɔ́ŋ,ɡ à n n ò k ɔ̀ r ɔ̀ d ɔ́ ŋ,,heathdogon,,,,,ɡ à n n ò k ɔ̀ r ɔ̀ d ɔ́ ŋ,,,,
DogulDomKundialang-8049_snail-1,,DogulDomKundialang,8049_snail,gànnùkɔ̀rdɔ́ⁿ,gànnù-kɔ̀rdɔ́ⁿ,ɡ à n n ù + k ɔ̀ r d ɔ́ ∼,,heathdogon,,,,,ɡ à n n ù + k ɔ̀ r d ɔ́ ∼,,,,
DonnoSo-8049_snail-1,,DonnoSo,8049_snail,gànnùŋgɔ̀:rɔ́,gànnùŋgɔ̀:rɔ́,ɡ à n n ù ŋ ɡ ɔ̀ː r ɔ́,,heathdogon,,,,,ɡ à n n ù ŋ ɡ ɔ̀ː r ɔ́,,,,
JamsayDouentza-8049_snail-1,,JamsayDouentza,8049_snail,cérù,cérù,tʃ é r ù,,heathdogon,,,,,tʃ é r ù,,,,
Mombo-8049_snail-1,,Mombo,8049_snail,jándì kɔ́rɔ̀,jándì_kɔ́rɔ̀,dʒ á ⁿd ì + k ɔ́ r ɔ̀,,heathdogon,,,,,dʒ á ⁿd ì + k ɔ́ r ɔ̀,,,,
Najamba-8049_snail-1,,Najamba,8049_snail,"gàndá\\gàndàmbó, gàndà tóndè:\\gàndà tóndò:",gàndá,ɡ à ⁿd á,,heathdogon,,,,,ɡ à ⁿd á,ɡ à ⁿd à + ⁿb ó,ɡ à ⁿd à + ⁿb ó,gàndà-mbó,
Nanga-8049_snail-1,,Nanga,8049_snail,tɔ̀:mɔ́,tɔ̀:mɔ́,t ɔ̀ː m ɔ́,,heathdogon,,,,,t ɔ̀ː m ɔ́,,,,
PergeTegu-8049_snail-1,,PergeTegu,8049_snail,gòrǒmgǒmjò,gòrǒm-gǒmjò,ɡ ò r ǒ m + ɡ ǒ m dʒ ò,,heathdogon,,,,,ɡ ò r ǒ m + ɡ ǒ m dʒ ò,,,,
TebulUre-8049_snail-1,,TebulUre,8049_snail,gà:ndàkóróndó,gà:ndà-kóróndó,ɡ àː ⁿd à + k ó r ó ⁿd ó,,heathdogon,,,,,ɡ àː ⁿd à + k ó r ó ⁿd ó,,,,
TogoKan-8049_snail-1,,TogoKan,8049_snail,kùwɔ̀kérú,kùwɔ̀-kérú,k ù w ɔ̀ + k é r ú,,heathdogon,,,,,k ù w ɔ̀ + k é r ú,,,,
TommoSoTongoTongo-8049_snail-1,,TommoSoTongoTongo,8049_snail,gànná,gàn-ná,ɡ à n + n á,,heathdogon,,,,,ɡ à n + n á,,,,
ToroTegu-8049_snail-1,,ToroTegu,8049_snail,dànâmpótùrò,dànâm-pótùrò,d à n â m + p ó t ù r ò,,heathdogon,,,,,d à n â m + p ó t ù r ò,,,,
YandaDom-8049_snail-1,,YandaDom,8049_snail,gà:nàkóródó,gà:nà-kóródó,ɡ àː n à + k ó r ó d ó,,heathdogon,,,,,ɡ àː n à + k ó r ó d ó,,,,
YornoSo-8049_snail-1,,YornoSo,8049_snail,gà:nà[kòlìý],gà:nà-kòlì-ý,ɡ àː n à + k ò l ì + ý,,heathdogon,,,,,ɡ àː n à + k ò l ì + ý,,,,
BenTey-8209_spidersweb-1,,BenTey,8209_spidersweb,[nìnɔ̀:rⁿɔ̀yⁿ]dǎ:,nì-nɔ̀:rⁿɔ̀yⁿ-dǎ:,n ì + n ɔ̀ː r ∼ ɔ̀ y ∼ + d ǎː,,heathdogon,,,,,n ì + n ɔ̀ː r ∼ ɔ̀ y ∼ + d ǎː,,,,
DogulDomBendiely-8209_spidersweb-1,,DogulDomBendiely,8209_spidersweb,nànà gís,nànà_gís,n à n à + ɡ í s,,heathdogon,,,,,n à n à + ɡ í s,,,,
DogulDomKundialang-8209_spidersweb-1,,DogulDomKundialang,8209_spidersweb,[nàràŋ̀]gê:s,nàrà-ŋ̀-gê:s,n à r à + ŋ ə̀ + ɡ êː s,,heathdogon,,,,,n à r à + ŋ.ə̀ + ɡ êː s,,,,
DonnoSo-8209_spidersweb-1,,DonnoSo,8209_spidersweb,gɛ̀dú,gɛ̀dú,ɡ ɛ̀ d ú,,heathdogon,,,,,ɡ ɛ̀ d ú,,,,
JamsayDouentza-8209_spidersweb-1,,JamsayDouentza,8209_spidersweb,"nɔ̀:rⁿɔ̀dǎ:, dǎ:",nɔ̀:rⁿɔ̀-dǎ:,n ɔ̀ː r ∼ ɔ̀ + d ǎː,,heathdogon,,,,,n ɔ̀ː r ∼ ɔ̀ + d ǎː,,,,
Mombo-8209_spidersweb-1,,Mombo,8209_spidersweb,ná:ní kóbú,ná:ní_kóbú,n áː n í + k ó b ú,,heathdogon,,,,,n áː n í + k ó b ú,,,,
Najamba-8209_spidersweb-1,,Najamba,8209_spidersweb,gɔ́ŋɛ́ pìndì:\\gɔ́ŋɛ́mbó pìndì:mbò,gɔ́ŋɛ́_pìndì:,ɡ ɔ́ ŋ ɛ́ + p ì ⁿd ìː,,heathdogon,,,,,ɡ ɔ́ ŋ ɛ́ + p ì ⁿd ìː,ɡ ɔ́ ŋ ɛ́ + ⁿb ó + p ì ⁿd ìː + ⁿb ò,ɡ ɔ́ ŋ ɛ́ + ⁿb ó + p ì ⁿd ìː + ⁿb ò,gɔ́ŋɛ́-mbó_pìndì:-mbò,
